,datadate,datatime,ticker,exchangecd,lastprice,volume,side
995,20161121,10:19:42,300559,XSHE,91.01,100,B
996,20161121,10:19:45,300559,XSHE,91.13,1700,B
997,20161121,10:19:48,300559,XSHE,91.11,700,S
998,20161121,10:19:51,300559,XSHE,91.11,1000,B
999,20161121,10:19:54,300559,XSHE,91.14,600,B
1000,20161121,10:19:57,300559,XSHE,91.11,900,S
1001,20161121,10:20:00,300559,XSHE,91.14,700,B
1003,20161121,10:20:09,300559,XSHE,91.15,3000,B
1004,20161121,10:20:12,300559,XSHE,91.16,700,B
1005,20161121,10:20:15,300559,XSHE,91.15,1000,S
1006,20161121,10:20:18,300559,XSHE,91.16,1100,B
1007,20161121,10:20:21,300559,XSHE,91.16,3000,S
1008,20161121,10:20:24,300559,XSHE,91.16,2000,S
1010,20161121,10:20:30,300559,XSHE,91.16,1200,S
1011,20161121,10:20:33,300559,XSHE,91.2,1100,B
1012,20161121,10:20:36,300559,XSHE,91.2,1400,B
1013,20161121,10:20:39,300559,XSHE,91.2,2300,B
1014,20161121,10:20:42,300559,XSHE,91.2,3900,S
1015,20161121,10:20:45,300559,XSHE,91.23,1400,B
1017,20161121,10:20:51,300559,XSHE,91.24,2100,B
1018,20161121,10:20:54,300559,XSHE,91.26,1000,B
1019,20161121,10:20:57,300559,XSHE,91.25,500,S
1020,20161121,10:21:03,300559,XSHE,91.26,600,B
1021,20161121,10:21:06,300559,XSHE,91.25,500,S
1022,20161121,10:21:09,300559,XSHE,91.26,700,B
1023,20161121,10:21:12,300559,XSHE,91.25,1000,S
1024,20161121,10:21:15,300559,XSHE,91.3,9700,B
1025,20161121,10:21:18,300559,XSHE,91.25,900,S
1026,20161121,10:21:21,300559,XSHE,91.27,700,B
1027,20161121,10:21:24,300559,XSHE,91.29,600,B
1028,20161121,10:21:27,300559,XSHE,91.28,1100,S
1029,20161121,10:21:30,300559,XSHE,91.29,800,B
1030,20161121,10:21:33,300559,XSHE,91.26,2000,S
1031,20161121,10:21:36,300559,XSHE,91.3,700,B
1033,20161121,10:21:42,300559,XSHE,91.28,900,S
1034,20161121,10:21:45,300559,XSHE,91.3,3000,B
1035,20161121,10:21:48,300559,XSHE,91.3,2300,S
1036,20161121,10:21:51,300559,XSHE,91.3,600,S
1037,20161121,10:21:54,300559,XSHE,91.3,2300,S
1038,20161121,10:21:57,300559,XSHE,91.3,1600,S
1039,20161121,10:22:00,300559,XSHE,91.3,400,S
1040,20161121,10:22:03,300559,XSHE,91.3,1200,S
1041,20161121,10:22:06,300559,XSHE,91.27,3900,S
1042,20161121,10:22:09,300559,XSHE,91.3,1100,B
1043,20161121,10:22:12,300559,XSHE,91.3,500,B
1044,20161121,10:22:15,300559,XSHE,91.3,1900,B
1045,20161121,10:22:18,300559,XSHE,91.3,2400,B
1046,20161121,10:22:21,300559,XSHE,91.3,600,B
1047,20161121,10:22:24,300559,XSHE,91.3,1200,B
1048,20161121,10:22:27,300559,XSHE,91.25,1200,S
1049,20161121,10:22:30,300559,XSHE,91.27,1600,B
1050,20161121,10:22:33,300559,XSHE,91.27,400,B
1051,20161121,10:22:36,300559,XSHE,91.25,500,S
1052,20161121,10:22:39,300559,XSHE,91.25,1000,S
1053,20161121,10:22:42,300559,XSHE,91.25,1000,S
1054,20161121,10:22:45,300559,XSHE,91.25,600,B
1055,20161121,10:22:48,300559,XSHE,91.21,500,S
1057,20161121,10:22:54,300559,XSHE,91.25,400,B
1058,20161121,10:22:57,300559,XSHE,91.25,100,B
1059,20161121,10:23:00,300559,XSHE,91.2,800,S
1060,20161121,10:23:03,300559,XSHE,91.2,400,B
1061,20161121,10:23:06,300559,XSHE,91.17,1100,S
1064,20161121,10:23:15,300559,XSHE,91.16,500,S
1065,20161121,10:23:18,300559,XSHE,91.16,300,B
1066,20161121,10:23:21,300559,XSHE,91.15,500,S
1067,20161121,10:23:24,300559,XSHE,91.16,500,B
1068,20161121,10:23:27,300559,XSHE,91.15,900,S
1070,20161121,10:23:33,300559,XSHE,91.15,400,B
1071,20161121,10:23:36,300559,XSHE,91.12,1500,S
1072,20161121,10:23:39,300559,XSHE,91.14,600,B
1074,20161121,10:23:45,300559,XSHE,91.11,200,S
1077,20161121,10:23:54,300559,XSHE,91.1,700,S
1078,20161121,10:23:57,300559,XSHE,91.01,600,S
1079,20161121,10:24:00,300559,XSHE,91.01,600,B
1080,20161121,10:24:03,300559,XSHE,91.01,200,B
1081,20161121,10:24:06,300559,XSHE,91.0,300,S
1082,20161121,10:24:09,300559,XSHE,91.1,1600,B
1083,20161121,10:24:12,300559,XSHE,91.0,1000,S
1084,20161121,10:24:15,300559,XSHE,91.0,4900,S
1085,20161121,10:24:18,300559,XSHE,91.11,7000,B
1086,20161121,10:24:21,300559,XSHE,91.0,1300,S
1087,20161121,10:24:24,300559,XSHE,90.99,700,S
1088,20161121,10:24:27,300559,XSHE,91.0,300,B
1089,20161121,10:24:30,300559,XSHE,91.0,1400,B
1090,20161121,10:24:33,300559,XSHE,91.0,100,B
1091,20161121,10:24:36,300559,XSHE,91.0,1100,B
1092,20161121,10:24:39,300559,XSHE,91.0,1800,B
1093,20161121,10:24:42,300559,XSHE,91.0,1600,B
1094,20161121,10:24:45,300559,XSHE,91.0,3200,B
1096,20161121,10:24:51,300559,XSHE,90.99,500,S
1097,20161121,10:24:54,300559,XSHE,91.0,6900,B
1098,20161121,10:24:57,300559,XSHE,91.0,1600,S
1099,20161121,10:25:00,300559,XSHE,91.0,100,S
1100,20161121,10:25:03,300559,XSHE,91.0,2100,S
1101,20161121,10:25:06,300559,XSHE,91.01,2000,B
1102,20161121,10:25:09,300559,XSHE,91.0,3100,S
1103,20161121,10:25:12,300559,XSHE,91.0,700,S
1104,20161121,10:25:15,300559,XSHE,91.01,2000,B
1105,20161121,10:25:18,300559,XSHE,91.01,1500,S
1106,20161121,10:25:21,300559,XSHE,91.01,1100,S
1107,20161121,10:25:24,300559,XSHE,91.01,500,S
1108,20161121,10:25:27,300559,XSHE,91.03,600,B
1109,20161121,10:25:30,300559,XSHE,91.01,1000,S
1110,20161121,10:25:33,300559,XSHE,91.01,1100,S
1111,20161121,10:25:36,300559,XSHE,91.01,1600,S
1112,20161121,10:25:39,300559,XSHE,91.03,12300,B
1113,20161121,10:25:42,300559,XSHE,91.03,1100,B
1114,20161121,10:25:45,300559,XSHE,91.03,1400,B
1115,20161121,10:25:48,300559,XSHE,91.03,100,B
1116,20161121,10:25:51,300559,XSHE,91.09,1200,B
1117,20161121,10:25:54,300559,XSHE,91.1,1700,B
1118,20161121,10:25:57,300559,XSHE,91.1,1500,S
1119,20161121,10:26:00,300559,XSHE,91.1,200,S
1120,20161121,10:26:03,300559,XSHE,91.09,1200,S
1122,20161121,10:26:09,300559,XSHE,91.1,1200,B
1123,20161121,10:26:12,300559,XSHE,91.1,400,B
1124,20161121,10:26:15,300559,XSHE,91.09,1100,S
1125,20161121,10:26:18,300559,XSHE,91.1,700,B
1126,20161121,10:26:21,300559,XSHE,91.1,1600,B
1127,20161121,10:26:24,300559,XSHE,91.09,1100,S
1128,20161121,10:26:27,300559,XSHE,91.15,6000,B
1129,20161121,10:26:30,300559,XSHE,91.15,1300,S
1130,20161121,10:26:33,300559,XSHE,91.15,1100,S
1131,20161121,10:26:36,300559,XSHE,91.15,1300,S
1132,20161121,10:26:39,300559,XSHE,91.16,10500,B
1133,20161121,10:26:42,300559,XSHE,91.16,900,S
1134,20161121,10:26:45,300559,XSHE,91.16,1100,S
1135,20161121,10:26:48,300559,XSHE,91.15,2000,S
1136,20161121,10:26:51,300559,XSHE,91.16,3800,B
1137,20161121,10:26:54,300559,XSHE,91.19,1000,B
1138,20161121,10:26:57,300559,XSHE,91.15,1400,S
1139,20161121,10:27:00,300559,XSHE,91.21,1900,B
1141,20161121,10:27:06,300559,XSHE,91.2,2900,S
1142,20161121,10:27:09,300559,XSHE,91.23,1300,B
1143,20161121,10:27:12,300559,XSHE,91.19,1500,S
1144,20161121,10:27:15,300559,XSHE,91.2,1100,B
1145,20161121,10:27:18,300559,XSHE,91.22,800,B
1146,20161121,10:27:21,300559,XSHE,91.2,500,S
1147,20161121,10:27:24,300559,XSHE,91.22,1300,B
1148,20161121,10:27:27,300559,XSHE,91.21,1000,S
1149,20161121,10:27:30,300559,XSHE,91.2,1800,S
1150,20161121,10:27:33,300559,XSHE,91.2,1200,S
1151,20161121,10:27:36,300559,XSHE,91.21,1400,B
1152,20161121,10:27:39,300559,XSHE,91.24,1100,B
1153,20161121,10:27:42,300559,XSHE,91.22,1500,S
1154,20161121,10:27:45,300559,XSHE,91.24,2200,B
1155,20161121,10:27:48,300559,XSHE,91.2,1600,S
1156,20161121,10:27:51,300559,XSHE,91.24,200,B
1157,20161121,10:27:54,300559,XSHE,91.25,3600,B
1158,20161121,10:27:57,300559,XSHE,91.22,2000,S
1159,20161121,10:28:00,300559,XSHE,91.21,2000,S
1160,20161121,10:28:03,300559,XSHE,91.25,1900,B
1161,20161121,10:28:06,300559,XSHE,91.25,600,S
1162,20161121,10:28:09,300559,XSHE,91.25,500,S
1163,20161121,10:28:12,300559,XSHE,91.25,600,S
1164,20161121,10:28:15,300559,XSHE,91.26,4800,B
1165,20161121,10:28:18,300559,XSHE,91.27,100,B
1166,20161121,10:28:21,300559,XSHE,91.26,1200,S
1168,20161121,10:28:27,300559,XSHE,91.26,100,S
1169,20161121,10:28:30,300559,XSHE,91.26,100,S
1170,20161121,10:28:33,300559,XSHE,91.27,300,B
1171,20161121,10:28:36,300559,XSHE,91.29,2900,B
1172,20161121,10:28:39,300559,XSHE,91.27,1100,S
1173,20161121,10:28:42,300559,XSHE,91.27,1200,S
1174,20161121,10:28:45,300559,XSHE,91.29,5500,B
1175,20161121,10:28:48,300559,XSHE,91.3,300,B
1176,20161121,10:28:51,300559,XSHE,91.27,200,S
1177,20161121,10:28:54,300559,XSHE,91.27,300,S
1178,20161121,10:28:57,300559,XSHE,91.29,100,B
1179,20161121,10:29:00,300559,XSHE,91.3,5400,B
1180,20161121,10:29:03,300559,XSHE,91.29,1400,S
1181,20161121,10:29:06,300559,XSHE,91.29,1400,B
1182,20161121,10:29:09,300559,XSHE,91.27,1000,S
1183,20161121,10:29:12,300559,XSHE,91.29,1000,B
1184,20161121,10:29:15,300559,XSHE,91.26,500,S
1185,20161121,10:29:18,300559,XSHE,91.28,500,B
1186,20161121,10:29:21,300559,XSHE,91.27,900,S
1187,20161121,10:29:24,300559,XSHE,91.28,1100,B
1188,20161121,10:29:27,300559,XSHE,91.28,1300,B
1189,20161121,10:29:30,300559,XSHE,91.26,100,S
1190,20161121,10:29:33,300559,XSHE,91.28,200,B
1191,20161121,10:29:36,300559,XSHE,91.27,1700,S
1192,20161121,10:29:39,300559,XSHE,91.28,600,B
1193,20161121,10:29:42,300559,XSHE,91.27,1700,S
1194,20161121,10:29:45,300559,XSHE,91.28,4900,B
1195,20161121,10:29:48,300559,XSHE,91.28,200,S
1196,20161121,10:29:51,300559,XSHE,91.27,3200,S
1197,20161121,10:29:54,300559,XSHE,91.27,200,S
1198,20161121,10:29:57,300559,XSHE,91.27,100,B
1199,20161121,10:30:00,300559,XSHE,91.26,200,S
1200,20161121,10:30:03,300559,XSHE,91.27,600,B
1201,20161121,10:30:06,300559,XSHE,91.25,600,S
1202,20161121,10:30:09,300559,XSHE,91.27,1500,B
1204,20161121,10:30:15,300559,XSHE,91.25,100,S
1205,20161121,10:30:18,300559,XSHE,91.24,1100,S
1206,20161121,10:30:21,300559,XSHE,91.27,3400,B
1207,20161121,10:30:24,300559,XSHE,91.26,200,S
1208,20161121,10:30:27,300559,XSHE,91.26,900,S
1209,20161121,10:30:30,300559,XSHE,91.26,1800,S
1210,20161121,10:30:33,300559,XSHE,91.27,100,B
1211,20161121,10:30:36,300559,XSHE,91.27,3400,B
1212,20161121,10:30:39,300559,XSHE,91.26,500,S
1213,20161121,10:30:42,300559,XSHE,91.27,3100,B
1214,20161121,10:30:45,300559,XSHE,91.26,3000,S
1215,20161121,10:30:48,300559,XSHE,91.26,700,B
1216,20161121,10:30:51,300559,XSHE,91.26,600,B
1217,20161121,10:30:54,300559,XSHE,91.26,600,B
1218,20161121,10:30:57,300559,XSHE,91.26,200,B
1219,20161121,10:31:00,300559,XSHE,91.23,1000,S
1221,20161121,10:31:06,300559,XSHE,91.25,300,B
1222,20161121,10:31:09,300559,XSHE,91.22,200,S
1223,20161121,10:31:12,300559,XSHE,91.25,1600,B
1224,20161121,10:31:15,300559,XSHE,91.23,100,S
1225,20161121,10:31:18,300559,XSHE,91.22,600,S
1226,20161121,10:31:21,300559,XSHE,91.22,100,B
1227,20161121,10:31:24,300559,XSHE,91.2,800,S
1228,20161121,10:31:27,300559,XSHE,91.23,1400,B
1229,20161121,10:31:30,300559,XSHE,91.22,700,S
1230,20161121,10:31:33,300559,XSHE,91.22,200,B
1231,20161121,10:31:36,300559,XSHE,91.2,800,S
1232,20161121,10:31:39,300559,XSHE,91.2,700,S
1233,20161121,10:31:42,300559,XSHE,91.21,600,B
1234,20161121,10:31:45,300559,XSHE,91.22,900,B
1235,20161121,10:31:48,300559,XSHE,91.11,200,S
1236,20161121,10:31:51,300559,XSHE,91.21,1600,B
1237,20161121,10:31:54,300559,XSHE,91.17,1000,S
1238,20161121,10:31:57,300559,XSHE,91.17,800,S
1239,20161121,10:32:00,300559,XSHE,91.2,300,B
1240,20161121,10:32:03,300559,XSHE,91.2,300,B
1241,20161121,10:32:06,300559,XSHE,91.17,1500,S
1243,20161121,10:32:12,300559,XSHE,91.17,200,B
1244,20161121,10:32:15,300559,XSHE,91.17,200,B
1245,20161121,10:32:18,300559,XSHE,91.11,500,S
1246,20161121,10:32:21,300559,XSHE,91.11,800,B
1248,20161121,10:32:27,300559,XSHE,91.11,1200,B
1250,20161121,10:32:33,300559,XSHE,91.1,500,S
1252,20161121,10:32:39,300559,XSHE,91.1,400,B
1253,20161121,10:32:42,300559,XSHE,91.1,600,B
1254,20161121,10:32:45,300559,XSHE,91.1,1500,B
1255,20161121,10:32:48,300559,XSHE,91.1,1400,B
1256,20161121,10:32:51,300559,XSHE,91.06,400,S
1257,20161121,10:32:54,300559,XSHE,91.06,900,S
1258,20161121,10:32:57,300559,XSHE,91.03,1000,S
1259,20161121,10:33:00,300559,XSHE,91.04,100,B
1260,20161121,10:33:03,300559,XSHE,91.06,1700,B
1261,20161121,10:33:06,300559,XSHE,91.06,200,S
1262,20161121,10:33:09,300559,XSHE,91.03,800,S
1263,20161121,10:33:12,300559,XSHE,91.03,700,S
1264,20161121,10:33:15,300559,XSHE,91.03,1000,S
1265,20161121,10:33:18,300559,XSHE,91.03,500,S
1266,20161121,10:33:21,300559,XSHE,91.03,800,S
1267,20161121,10:33:24,300559,XSHE,91.05,1500,B
1268,20161121,10:33:27,300559,XSHE,91.06,2200,B
1269,20161121,10:33:30,300559,XSHE,91.04,1000,S
1270,20161121,10:33:33,300559,XSHE,91.04,500,S
1271,20161121,10:33:36,300559,XSHE,91.08,300,B
1272,20161121,10:33:39,300559,XSHE,91.06,1700,S
1273,20161121,10:33:42,300559,XSHE,91.06,1000,S
1274,20161121,10:33:45,300559,XSHE,91.08,200,B
1275,20161121,10:33:48,300559,XSHE,91.09,900,B
1276,20161121,10:33:51,300559,XSHE,91.06,1700,S
1277,20161121,10:33:54,300559,XSHE,91.05,1500,S
1278,20161121,10:33:57,300559,XSHE,91.08,200,B
1279,20161121,10:34:00,300559,XSHE,91.08,1600,B
1280,20161121,10:34:03,300559,XSHE,91.08,400,S
1281,20161121,10:34:06,300559,XSHE,91.05,700,S
1282,20161121,10:34:09,300559,XSHE,91.08,600,B
1283,20161121,10:34:12,300559,XSHE,91.05,1400,S
1284,20161121,10:34:15,300559,XSHE,91.08,900,B
1285,20161121,10:34:18,300559,XSHE,91.06,800,S
1286,20161121,10:34:21,300559,XSHE,91.05,600,S
1287,20161121,10:34:24,300559,XSHE,91.06,1200,B
1288,20161121,10:34:27,300559,XSHE,91.05,200,S
1289,20161121,10:34:30,300559,XSHE,91.05,100,B
1290,20161121,10:34:33,300559,XSHE,91.05,1200,B
1291,20161121,10:34:36,300559,XSHE,91.05,1600,B
1292,20161121,10:34:39,300559,XSHE,91.05,1100,B
1293,20161121,10:34:42,300559,XSHE,91.05,1000,B
1294,20161121,10:34:45,300559,XSHE,91.03,1200,S
1295,20161121,10:34:48,300559,XSHE,91.03,1300,S
1296,20161121,10:34:51,300559,XSHE,91.02,600,S
1297,20161121,10:34:54,300559,XSHE,91.03,400,B
1298,20161121,10:34:57,300559,XSHE,91.04,400,B
1299,20161121,10:35:00,300559,XSHE,91.02,700,S
1300,20161121,10:35:03,300559,XSHE,91.02,2200,S
1301,20161121,10:35:06,300559,XSHE,91.02,1000,S
1302,20161121,10:35:09,300559,XSHE,91.01,1100,S
1303,20161121,10:35:12,300559,XSHE,91.01,3200,S
1304,20161121,10:35:15,300559,XSHE,91.04,500,B
1305,20161121,10:35:18,300559,XSHE,91.04,500,S
1306,20161121,10:35:21,300559,XSHE,91.04,400,S
1307,20161121,10:35:24,300559,XSHE,91.05,900,B
1308,20161121,10:35:27,300559,XSHE,91.04,800,S
1309,20161121,10:35:30,300559,XSHE,91.04,300,B
1310,20161121,10:35:33,300559,XSHE,91.04,1000,B
1313,20161121,10:35:42,300559,XSHE,91.04,100,B
1314,20161121,10:35:45,300559,XSHE,91.03,3700,S
1315,20161121,10:35:48,300559,XSHE,91.04,100,B
1316,20161121,10:35:51,300559,XSHE,91.03,2200,S
1317,20161121,10:35:54,300559,XSHE,91.03,500,S
1318,20161121,10:35:57,300559,XSHE,91.04,1100,B
1319,20161121,10:36:00,300559,XSHE,91.03,900,S
1320,20161121,10:36:03,300559,XSHE,91.04,3000,B
1321,20161121,10:36:06,300559,XSHE,91.03,500,S
1322,20161121,10:36:09,300559,XSHE,91.03,400,B
1323,20161121,10:36:12,300559,XSHE,91.03,1200,B
1324,20161121,10:36:15,300559,XSHE,91.02,2900,S
1325,20161121,10:36:18,300559,XSHE,91.03,100,B
1326,20161121,10:36:21,300559,XSHE,91.03,1200,S
1327,20161121,10:36:24,300559,XSHE,91.03,700,S
1329,20161121,10:36:30,300559,XSHE,91.05,3200,B
1330,20161121,10:36:33,300559,XSHE,91.02,900,S
1331,20161121,10:36:36,300559,XSHE,91.03,800,B
1332,20161121,10:36:39,300559,XSHE,91.05,1500,B
1333,20161121,10:36:42,300559,XSHE,91.03,1000,S
1334,20161121,10:36:45,300559,XSHE,91.03,1900,S
1335,20161121,10:36:48,300559,XSHE,91.03,1600,S
1336,20161121,10:36:51,300559,XSHE,91.05,700,B
1337,20161121,10:36:54,300559,XSHE,91.03,1600,S
1338,20161121,10:36:57,300559,XSHE,91.03,1600,S
1339,20161121,10:37:00,300559,XSHE,91.05,1600,B
1340,20161121,10:37:03,300559,XSHE,91.05,1000,B
1341,20161121,10:37:06,300559,XSHE,91.03,900,S
1342,20161121,10:37:09,300559,XSHE,91.05,200,B
1343,20161121,10:37:12,300559,XSHE,91.05,1300,S
1345,20161121,10:37:18,300559,XSHE,91.05,1100,S
1346,20161121,10:37:21,300559,XSHE,91.05,1500,S
1347,20161121,10:37:27,300559,XSHE,91.05,1200,B
1348,20161121,10:37:30,300559,XSHE,91.05,300,B
1349,20161121,10:37:33,300559,XSHE,91.05,700,B
1350,20161121,10:37:36,300559,XSHE,91.05,1900,S
1351,20161121,10:37:42,300559,XSHE,91.05,600,B
1352,20161121,10:37:45,300559,XSHE,91.05,1100,B
1353,20161121,10:37:48,300559,XSHE,91.05,1800,B
1354,20161121,10:37:51,300559,XSHE,91.05,200,B
1355,20161121,10:37:54,300559,XSHE,91.05,100,B
1356,20161121,10:37:57,300559,XSHE,91.03,1600,S
1357,20161121,10:38:00,300559,XSHE,91.05,300,B
1358,20161121,10:38:03,300559,XSHE,91.05,200,B
1359,20161121,10:38:06,300559,XSHE,91.05,1400,B
1360,20161121,10:38:09,300559,XSHE,91.05,1100,B
1361,20161121,10:38:12,300559,XSHE,91.03,900,S
1362,20161121,10:38:15,300559,XSHE,91.05,400,B
1363,20161121,10:38:18,300559,XSHE,91.02,500,S
1364,20161121,10:38:21,300559,XSHE,91.04,100,B
1365,20161121,10:38:24,300559,XSHE,91.04,100,B
1367,20161121,10:38:30,300559,XSHE,91.04,1400,B
1368,20161121,10:38:33,300559,XSHE,91.02,400,S
1369,20161121,10:38:36,300559,XSHE,91.03,200,B
1370,20161121,10:38:39,300559,XSHE,91.02,1900,S
1371,20161121,10:38:42,300559,XSHE,91.03,1400,B
1372,20161121,10:38:45,300559,XSHE,91.02,600,S
1373,20161121,10:38:48,300559,XSHE,91.02,500,S
1374,20161121,10:38:51,300559,XSHE,91.03,900,B
1375,20161121,10:38:54,300559,XSHE,91.02,600,S
1376,20161121,10:38:57,300559,XSHE,91.04,1800,B
1377,20161121,10:39:03,300559,XSHE,91.03,500,S
1378,20161121,10:39:06,300559,XSHE,91.04,600,B
1379,20161121,10:39:09,300559,XSHE,91.04,1000,B
1380,20161121,10:39:12,300559,XSHE,91.04,2200,B
1381,20161121,10:39:15,300559,XSHE,91.03,400,S
1382,20161121,10:39:18,300559,XSHE,91.04,900,B
1383,20161121,10:39:21,300559,XSHE,91.04,1300,B
1385,20161121,10:39:27,300559,XSHE,91.03,1200,S
1386,20161121,10:39:30,300559,XSHE,91.02,700,S
1387,20161121,10:39:33,300559,XSHE,91.02,600,S
1388,20161121,10:39:36,300559,XSHE,91.03,1000,B
1389,20161121,10:39:39,300559,XSHE,91.03,300,B
1390,20161121,10:39:42,300559,XSHE,91.02,500,S
1391,20161121,10:39:45,300559,XSHE,91.03,300,B
1392,20161121,10:39:48,300559,XSHE,91.03,500,B
1394,20161121,10:39:54,300559,XSHE,91.03,3500,B
1395,20161121,10:39:57,300559,XSHE,91.02,1300,S
1396,20161121,10:40:00,300559,XSHE,91.03,600,B
1397,20161121,10:40:03,300559,XSHE,91.02,500,S
1398,20161121,10:40:06,300559,XSHE,91.02,500,S
1399,20161121,10:40:09,300559,XSHE,91.04,4200,B
1400,20161121,10:40:12,300559,XSHE,91.04,1000,S
1401,20161121,10:40:15,300559,XSHE,91.04,500,S
1402,20161121,10:40:18,300559,XSHE,91.05,8200,B
1403,20161121,10:40:21,300559,XSHE,91.05,200,S
1404,20161121,10:40:24,300559,XSHE,91.05,2000,S
1405,20161121,10:40:27,300559,XSHE,91.06,1200,B
1406,20161121,10:40:30,300559,XSHE,91.05,1900,S
1407,20161121,10:40:33,300559,XSHE,91.06,1000,B
1408,20161121,10:40:36,300559,XSHE,91.05,700,S
1409,20161121,10:40:39,300559,XSHE,91.05,1500,S
1410,20161121,10:40:42,300559,XSHE,91.05,500,S
1411,20161121,10:40:45,300559,XSHE,91.06,500,B
1412,20161121,10:40:48,300559,XSHE,91.08,4400,B
1413,20161121,10:40:51,300559,XSHE,91.08,800,S
1414,20161121,10:40:54,300559,XSHE,91.05,1000,S
1415,20161121,10:40:57,300559,XSHE,91.1,3000,B
1416,20161121,10:41:00,300559,XSHE,91.1,300,B
1418,20161121,10:41:06,300559,XSHE,91.09,100,S
1419,20161121,10:41:09,300559,XSHE,91.09,1100,S
1420,20161121,10:41:12,300559,XSHE,91.07,3400,S
1421,20161121,10:41:15,300559,XSHE,91.1,1000,B
1422,20161121,10:41:18,300559,XSHE,91.1,1300,B
1423,20161121,10:41:21,300559,XSHE,91.1,1200,B
1424,20161121,10:41:24,300559,XSHE,91.1,1000,B
1425,20161121,10:41:27,300559,XSHE,91.1,1000,B
1426,20161121,10:41:30,300559,XSHE,91.1,300,B
1427,20161121,10:41:33,300559,XSHE,91.1,1200,B
1428,20161121,10:41:36,300559,XSHE,91.1,5000,B
1429,20161121,10:41:39,300559,XSHE,91.1,100,B
1430,20161121,10:41:42,300559,XSHE,91.09,1000,S
1431,20161121,10:41:45,300559,XSHE,91.1,2700,B
1432,20161121,10:41:48,300559,XSHE,91.09,900,S
1433,20161121,10:41:51,300559,XSHE,91.1,1000,B
1434,20161121,10:41:54,300559,XSHE,91.1,400,S
1435,20161121,10:41:57,300559,XSHE,91.11,400,B
1436,20161121,10:42:00,300559,XSHE,91.14,500,B
1437,20161121,10:42:03,300559,XSHE,91.11,1300,S
1438,20161121,10:42:06,300559,XSHE,91.15,500,B
1439,20161121,10:42:09,300559,XSHE,91.11,1500,S
1440,20161121,10:42:12,300559,XSHE,91.17,700,B
1441,20161121,10:42:15,300559,XSHE,91.15,500,S
1444,20161121,10:42:24,300559,XSHE,91.17,1200,B
1445,20161121,10:42:27,300559,XSHE,91.17,900,B
1446,20161121,10:42:30,300559,XSHE,91.16,1300,S
1447,20161121,10:42:33,300559,XSHE,91.15,900,S
1448,20161121,10:42:36,300559,XSHE,91.17,2500,B
1449,20161121,10:42:39,300559,XSHE,91.16,100,S
1450,20161121,10:42:42,300559,XSHE,91.16,900,S
1452,20161121,10:42:48,300559,XSHE,91.2,3400,B
1453,20161121,10:42:51,300559,XSHE,91.18,500,S
1454,20161121,10:42:54,300559,XSHE,91.19,500,B
1455,20161121,10:42:57,300559,XSHE,91.19,100,S
1456,20161121,10:43:00,300559,XSHE,91.2,1800,B
1457,20161121,10:43:03,300559,XSHE,91.19,900,S
1458,20161121,10:43:06,300559,XSHE,91.19,500,S
1459,20161121,10:43:09,300559,XSHE,91.2,500,B
1460,20161121,10:43:12,300559,XSHE,91.2,700,S
1461,20161121,10:43:15,300559,XSHE,91.2,600,S
1462,20161121,10:43:18,300559,XSHE,91.2,200,S
1463,20161121,10:43:21,300559,XSHE,91.2,1300,S
1464,20161121,10:43:24,300559,XSHE,91.2,1600,S
1465,20161121,10:43:27,300559,XSHE,91.2,900,B
1466,20161121,10:43:30,300559,XSHE,91.2,400,B
1467,20161121,10:43:33,300559,XSHE,91.22,1100,B
1468,20161121,10:43:36,300559,XSHE,91.2,800,S
1469,20161121,10:43:39,300559,XSHE,91.22,1900,B
1470,20161121,10:43:42,300559,XSHE,91.22,500,S
1471,20161121,10:43:45,300559,XSHE,91.22,1300,S
1472,20161121,10:43:48,300559,XSHE,91.22,600,S
1474,20161121,10:43:54,300559,XSHE,91.22,700,B
1475,20161121,10:43:57,300559,XSHE,91.22,400,B
1476,20161121,10:44:00,300559,XSHE,91.23,300,B
1477,20161121,10:44:03,300559,XSHE,91.23,700,B
1478,20161121,10:44:06,300559,XSHE,91.23,1500,S
1480,20161121,10:44:12,300559,XSHE,91.23,1200,S
1481,20161121,10:44:15,300559,XSHE,91.22,500,S
1482,20161121,10:44:18,300559,XSHE,91.22,1100,S
1483,20161121,10:44:21,300559,XSHE,91.23,700,B
1485,20161121,10:44:27,300559,XSHE,91.23,900,S
1486,20161121,10:44:30,300559,XSHE,91.24,1600,B
1488,20161121,10:44:36,300559,XSHE,91.23,800,S
1489,20161121,10:44:39,300559,XSHE,91.24,1600,B
1490,20161121,10:44:42,300559,XSHE,91.25,1400,B
1491,20161121,10:44:45,300559,XSHE,91.24,600,S
1493,20161121,10:44:51,300559,XSHE,91.21,1100,S
1494,20161121,10:44:54,300559,XSHE,91.25,1200,B
1495,20161121,10:44:57,300559,XSHE,91.24,200,S
1496,20161121,10:45:00,300559,XSHE,91.24,500,S
1497,20161121,10:45:03,300559,XSHE,91.24,800,S
1498,20161121,10:45:06,300559,XSHE,91.25,1100,B
1499,20161121,10:45:09,300559,XSHE,91.25,2300,B
1500,20161121,10:45:12,300559,XSHE,91.24,700,S
1501,20161121,10:45:15,300559,XSHE,91.25,800,B
1502,20161121,10:45:18,300559,XSHE,91.25,2000,B
1503,20161121,10:45:21,300559,XSHE,91.24,1000,S
1504,20161121,10:45:24,300559,XSHE,91.24,2800,S
